PR_withPREMP
26919	8321
26936	8323
26954	8344
26971	8347
26998	8367
27002	8373
27005	8374
27009	8378
27037	8380
27046	8389
27068	8392
27073	8423
27099	8428
27117	8429
27129	8441
27152	8464
27161	8466
27168	8469
27169	8471
27184	8481
27186	8485
27198	8488
27216	8491
27238	8502
27249	8507
27261	8529
27274	8547
27287	8561
27316	8573
27322	8580
27335	8604
27345	8612
27356	8618
27362	8672
27382	8689
27386	8712
27396	8720
27414	8724
27417	8749
27422	8758
27441	8779
27462	8784
27467	8788
27496	8793
27510	8795
27539	8821
27549	8842
27561	8867
27588	8872
27605	8873
27607	8887
27623	8896
27648	8899
27655	8936
27684	8942
27697	8968
27719	8973
27742	8982
27765	8983
27785	8987
27807	9023
27832	9025
27849	9036
27855	9044
27856	9068
27880	9069
27896	9071
27910	9111
27929	9119
27950	9124
27955	9139
27958	9141
27972	9150
27998	9154
28020	9157
28045	9172
28053	9193
28080	9195
28086	9197
28094	9198
28095	9201
28100	9206
28104	9213
28124	9229
28136	9251
28141	9259
28161	9266
28169	9272
28198	9279
28212	9297
28241	9300
28269	9305
28285	9322
28297	9328
28314	9332
28318	9355
28334	9356
28363	9358
28364	9392
28379	9402
28381	9417
28383	9437
28388	9442
28416	9447
28441	9467
28458	9472
28467	9482
28476	9484
28494	9488
28499	9490
28508	9509
28509	9514
28525	9525
28526	9529
28535	9535
28547	9537
28559	9560
28570	9610
28582	9615
28610	9618
28615	9624
28628	9625
28641	9626
28642	9643
28668	9647
28693	9675
28720	9687
28738	9702
28763	9714
28767	9718
28792	9745
28820	9750
28821	9778
28843	9780
28850	9786
28870	9790
28874	9791
28890	9798
28905	9816
28930	9844
28954	9852
28968	9855
28986	9864
29003	9865
29022	9878
29025	9881
29039	9893
29049	9899
29065	9901
29074	9918
29075	9921
29100	9926
29106	9928
29126	9947
29143	9971
29166	9973
29192	9976
29214	9978
29238	9985
29262	9991
29289	4
29291	21
29320	28
29343	42
29345	44
29367	45
29389	46
29404	53
29415	59
29436	60
29455	63
29470	69
29477	98
29496	110
29502	120
29509	125
29530	127
29558	129
29575	133
29601	149
29619	150
29640	190
29667	199
29681	208
29693	217
29721	229
29722	241
29747	266
29764	286
29785	297
29799	305
29800	306
29818	314
29846	315
29856	319
29868	321
29872	323
29877	333
29879	341
29894	344
29903	350
29918	355
29931	357
29948	358
29972	368
29981	371
30009	379
30015	408
30024	416
30046	420
30072	421
30101	424
30113	431
30114	436
30118	461
30136	491
30153	505
30160	512
30187	518
30207	542
30235	548
30244	575
30248	576
30266	577
30272	579
30291	593
30300	600
30319	614
30327	615
30330	623
30339	624
30368	636
30378	640
30404	651
30423	655
30441	656
30468	663
30486	665
30490	666
30503	709
30532	711
30557	719
30568	722
30573	723
30588	737
30599	739
30626	743
30649	750
30657	763
30671	778
30679	779
30680	795
30702	797
30705	807
30706	824
30720	841
30739	848
30753	858
30773	883
30794	891
30820	898
30832	903
30833	921
30837	923
30860	944
30880	949
30891	976
30899	977
30904	987
30928	994
30934	995
30935	1007
30962	1034
30971	1039
30989	1040
31004	1042
31005	1048
31033	1057
31042	1061
31052	1078
31072	1079
31098	1086
31107	1097
31111	1119
31135	1120
31162	1128
31188	1141
31215	1149
31234	1154
31245	1164
31271	1166
31274	1172
31285	1175
31286	1176
31309	1178
31313	1181
31314	1191
31328	1194
31357	1199
31381	1208
31398	1211
31405	1214
31406	1217
31410	1237
31414	1254
31416	1267
31430	1297
31446	1304
31451	1315
31452	1318
31477	1321
31493	1346
31503	1350
31526	1354
31540	1361
31565	1364
31585	1377
31611	1387
31629	1395
31630	1412
31640	1418
31656	1431
31675	1457
31685	1475
31709	1480
31734	1485
31754	1492
31768	1540
31786	1546
31806	1551
31817	1558
31840	1573
31861	1634
31865	1636
31878	1639
31893	1643
31907	1659
31931	1668
31941	1679
31957	1715
31973	1717
31999	1726
32003	1727
32031	1744
32051	1746
32070	1759
32099	1770
32108	1793
32123	1806
32152	1822
32157	1828
32174	1841
32201	1884
32226	1886
32235	1903
32247	1913
32250	1915
32261	1930
32290	1936
32299	1956
32318	1960
32335	1964
32358	1973
32372	1976
32384	1986
32395	1998
32414	2003
32443	2021
32459	2028
32461	2033
32465	2049
32471	2085
32489	2087
32506	2099
32509	2114
32520	2118
32546	2127
32568	2133
32570	2139
32591	2140
32610	2149
32632	2162
32652	2168
32680	2170
32709	2175
32730	2179
32758	2187
32776	2188
32800	2193
32810	2203
32839	2207
32858	2229
32880	2248
32901	2257
32906	2261
32907	2262
32910	2284
32919	2297
32939	2315
32967	2318
32992	2336
33017	2340
33030	2384
33044	2392
33070	2404
33078	2412
33098	2413
33123	2416
33130	2432
33135	2456
33144	2457
33169	2485
33191	2488
33198	2495
33202	2503
33227	2515
33228	2518
33244	2542
33245	2544
33274	2551
33292	2562
33312	2602
33319	2605
33328	2622
33348	2624
33359	2648
33378	2649
33381	2660
33385	2662
33399	2663
33415	2667
33420	2691
33439	2701
33460	2710
33461	2712
33480	2726
33481	2727
33504	2728
33533	2732
33534	2735
33556	2750
33584	2770
33606	2785
33608	2787
33637	2791
33643	2792
33664	2816
33667	2843
33674	2846
33692	2849
33694	2875
33699	2881
33721	2888
33745	2891
33760	2901
33777	2920
33789	2926
33808	2945
33823	2956
33836	2971
33854	2987
33859	2992
33863	3001
33876	3032
33879	3038
33907	3054
33914	3069
33927	3084
33935	3093
33949	3110
33962	3116
33986	3144
34011	3147
34015	3171
34034	3177
34050	3188
34070	3191
34091	3197
34096	3200
34122	3201
34127	3204
34134	3207
34151	3208
34174	3219
34187	3241
34188	3252
34208	3266
34219	3286
34229	3302
34230	3324
34253	3329
34270	3333
34271	3335
34274	3351
34299	3353
34301	3371
34325	3382
34350	3384
34367	3386
34393	3393
34396	3402
34414	3440
34440	3451
34459	3452
34469	3465
34494	3481
34517	3512
34521	3516
34544	3518
34559	3523
34560	3533
34573	3542
34577	3561
34591	3572
34592	3573
34618	3576
34619	3585
34630	3588
34647	3589
34660	3629
34668	3645
34669	3649
34678	3669
34692	3675
34701	3678
